Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2020-11-12 00:00:00-05:00,161.21961364386206,162.38596844924737,158.34136602592113,159.8839569091797,33986800,0.0,0.0,0.0
2020-11-13 00:00:00-05:00,161.1725611246811,163.78744006966394,161.13492891328778,163.19485473632812,25440400,0.0,0.0,0.0
2020-11-16 00:00:00-05:00,166.00728607618544,167.22065951276628,164.98201630835504,167.07957458496094,31812300,0.0,0.0,0.0
2020-11-17 00:00:00-05:00,165.5840299892964,168.18010791040368,163.9285710349937,167.8603057861328,26154500,0.0,0.0,0.0
2020-11-18 00:00:00-05:00,168.31178670660924,169.04545713458086,165.4147228630218,165.5087890625,24377800,0.0,0.0,0.0
2020-11-19 00:00:00-05:00,165.21717281498098,167.04194782073586,164.67163484133977,166.77857971191406,20187600,0.0,0.0,0.0
2020-11-20 00:00:00-05:00,166.1765720425567,167.37114360911744,165.38646781769856,166.957275390625,24898800,0.0,0.0,0.0
2020-11-23 00:00:00-05:00,168.60339810146985,171.18066023237168,168.1142796224506,170.0801544189453,24816000,0.0,0.0,0.0
2020-11-24 00:00:00-05:00,172.49747943218227,174.4257217596451,171.52865782883282,173.27818298339844,34945400,0.0,0.0,0.0
2020-11-25 00:00:00-05:00,172.6009111805311,173.3627984648215,171.08653748926196,172.68556213378906,21082700,0.0,0.0,0.0
2020-11-27 00:00:00-05:00,172.80786329223218,173.53213279019508,172.33756103296798,173.41925048828125,10384400,0.0,0.0,0.0
2020-11-30 00:00:00-05:00,172.90189879017393,173.37220096594638,169.6097835597668,170.26820373535156,25481600,0.0,0.0,0.0
2020-12-01 00:00:00-05:00,172.69501775384657,173.27818803821805,170.26825605881842,171.8484649658203,30265000,0.0,0.0,0.0
2020-12-02 00:00:00-05:00,171.14297491611345,172.58209856051437,170.02365333658278,172.0271453857422,20142800,0.0,0.0,0.0
2020-12-03 00:00:00-05:00,172.4504345777308,174.18114350338104,172.07419849910644,172.99598693847656,19603600,0.0,0.0,0.0
2020-12-04 00:00:00-05:00,174.03064369681812,177.25691015156616,172.99597303502662,177.02175903320312,24415700,0.0,0.0,0.0
2020-12-07 00:00:00-05:00,177.05000177118686,177.7272382387755,176.30693044417316,177.19110107421875,14671500,0.0,0.0,0.0
2020-12-08 00:00:00-05:00,176.00591407706034,179.63664811666663,175.96829621116447,179.46734619140625,20165600,0.0,0.0,0.0
2020-12-09 00:00:00-05:00,180.6149060397268,181.35797738631646,176.7396051836564,178.15992736816406,29507600,0.0,0.0,0.0
2020-12-10 00:00:00-05:00,176.60789632279983,180.26684726550332,176.18462716693162,179.88121032714844,21245300,0.0,0.0,0.0
2020-12-11 00:00:00-05:00,178.7055003971816,180.3327425848554,177.11587608415513,178.99708557128906,30865000,0.0,0.0,0.0
2020-12-14 00:00:00-05:00,181.1218807019294,182.21637577305623,179.15931646809065,179.20648193359375,32237700,0.592,0.0,0.0
2020-12-15 00:00:00-05:00,180.9332044768886,183.8959191613861,179.9613595400719,183.68833923339844,26807000,0.0,0.0,0.0
2020-12-16 00:00:00-05:00,184.1128806560899,184.18836554926196,182.06540151958856,183.02780151367188,25494600,0.0,0.0,0.0
2020-12-17 00:00:00-05:00,183.73547786363332,185.29232697406886,183.10330800567695,185.2073974609375,23834200,0.0,0.0,0.0
2020-12-18 00:00:00-05:00,185.50934992295944,186.660469564154,183.80154528731268,184.31105041503906,37033400,0.0,0.0,0.0
2020-12-21 00:00:00-05:00,181.06527162646995,184.7262104506652,180.6689866605427,184.21670532226562,30873000,0.0,0.0,0.0
2020-12-22 00:00:00-05:00,184.92438136972694,186.55670128768617,184.3582516978006,186.31138610839844,21919700,0.0,0.0,0.0
2020-12-23 00:00:00-05:00,187.35867426380116,188.3776844110487,186.72649003189807,187.896484375,18392000,0.0,0.0,0.0
2020-12-24 00:00:00-05:00,188.64188904201467,188.6513336534564,186.87747437523853,187.77383422851562,8904900,0.0,0.0,0.0
2020-12-28 00:00:00-05:00,189.802451747892,189.8213121760779,186.94352757492533,187.07562255859375,27168400,0.0,0.0,0.0
2020-12-29 00:00:00-05:00,187.42473170035348,187.76440657960453,182.51832797571805,183.45242309570312,33901300,0.0,0.0,0.0
2020-12-30 00:00:00-05:00,184.03743354056957,186.33022825257217,184.0185587140843,185.32064819335938,20595700,0.0,0.0,0.0
2020-12-31 00:00:00-05:00,185.51879748374475,185.7263773989282,183.6317178164589,184.99041748046875,24747700,0.0,0.0,0.0
2021-01-04 00:00:00-05:00,186.386861203769,186.71710592004752,180.15950664604992,182.57496643066406,33664200,0.0,0.0,0.0
2021-01-05 00:00:00-05:00,182.1880895866885,186.46232356609107,182.1692291574448,185.39613342285156,27442900,0.0,0.0,0.0
2021-01-06 00:00:00-05:00,188.21734391615576,195.10518838382035,187.9154186207909,192.9822235107422,52952200,0.0,0.0,0.0
2021-01-07 00:00:00-05:00,194.09555690793385,196.74690114615473,194.08611229673318,196.41665649414062,24031400,0.0,0.0,0.0
2021-01-08 00:00:00-05:00,197.5017346916039,197.92632467237004,193.10483628375,195.9920654296875,29017000,0.0,0.0,0.0
2021-01-11 00:00:00-05:00,193.51056557898693,196.36948989492174,193.2652504248418,195.82223510742188,20945100,0.0,0.0,0.0
2021-01-12 00:00:00-05:00,196.74693956057664,199.45489440563134,196.71863451599444,199.3322296142578,24892200,0.0,0.0,0.0
2021-01-13 00:00:00-05:00,199.49259525663146,199.77566005090523,197.3790755069041,197.90745544433594,22782200,0.0,0.0,0.0
2021-01-14 00:00:00-05:00,199.31333131085213,202.86103539805083,199.20954136801336,201.8608856201172,33913700,0.0,0.0,0.0
2021-01-15 00:00:00-05:00,198.90762326812475,201.87978228147574,196.50159389463343,198.85101318359375,41043500,0.0,0.0,0.0
2021-01-19 00:00:00-05:00,201.29476962047227,201.54952938776637,199.766239811256,201.3985595703125,19744300,0.0,0.0,0.0
2021-01-20 00:00:00-05:00,202.2572021585233,203.78573210338183,201.04004209081663,202.28550720214844,25474200,0.0,0.0,0.0
2021-01-21 00:00:00-05:00,202.8327261835623,203.0120010263456,199.98323231841428,200.53048706054688,21180500,0.0,0.0,0.0
2021-01-22 00:00:00-05:00,198.60566434851134,203.17239275862744,197.71873478182093,202.86102294921875,24800200,0.0,0.0,0.0
2021-01-25 00:00:00-05:00,202.79499782522336,205.6067567331724,199.6530230302057,202.66290283203125,33985000,0.0,0.0,0.0
2021-01-26 00:00:00-05:00,204.0876535903978,204.45563352203004,200.75695937921336,201.2570343017578,23969800,0.0,0.0,0.0
2021-01-27 00:00:00-05:00,197.67156948513266,200.9645282600514,195.5863403886992,197.56777954101562,45830300,0.0,0.0,0.0
2021-01-28 00:00:00-05:00,198.93593830041178,200.37955311754604,195.90718344770877,196.93563842773438,32202500,0.0,0.0,0.0
2021-01-29 00:00:00-05:00,197.88856866031136,199.0774378449628,193.27466030347128,193.95401000976562,40591900,0.0,0.0,0.0
2021-02-01 00:00:00-05:00,196.41664826717968,199.62469173276378,194.14271424312795,198.71888732910156,26375100,0.0,0.0,0.0
2021-02-02 00:00:00-05:00,201.11549540205405,201.96468982997933,198.9831007135092,201.54953002929688,22773100,0.0,0.0,0.0
2021-02-03 00:00:00-05:00,201.63444685122127,202.6157362787857,199.6435773519249,202.1533966064453,23923200,0.0,0.0,0.0
2021-02-04 00:00:00-05:00,202.94596291347833,206.47480678829766,202.93653269892533,206.2766571044922,25400800,0.0,0.0,0.0
