Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2020-11-12 00:00:00-05:00,102.41795876929778,102.8242349381244,101.5500147421681,102.23329162597656,7856300,0.0,0.0,0.0
2020-11-13 00:00:00-05:00,102.74114786786664,103.92304174469525,102.55648069205655,103.5260009765625,6576100,0.0,0.0,0.0
2020-11-16 00:00:00-05:00,104.34775960462595,104.51396284520814,102.83346654358809,103.35054016113281,7586000,0.0,0.0,0.0
2020-11-17 00:00:00-05:00,102.82424540786047,103.05508288281622,102.18713172271036,102.67650604248047,8898100,0.0,0.0,0.0
2020-11-18 00:00:00-05:00,102.89811798463285,102.93505282701666,100.73747549508501,100.76517486572266,9849900,0.0,0.0,0.0
2020-11-19 00:00:00-05:00,100.76516970425442,100.84827485651135,99.94338887596066,100.6913070678711,10410900,0.0,0.0,0.0
2020-11-20 00:00:00-05:00,100.46045684814453,100.93136015429985,100.10957943030375,100.46045684814453,7674500,0.0,0.0,0.0
2020-11-23 00:00:00-05:00,100.95907381475116,101.01447959860226,99.57404897668422,100.2019271850586,7747700,0.0,0.0,0.0
2020-11-24 00:00:00-05:00,100.69130805209294,101.1806823653434,100.15576342662615,100.49739837646484,9615900,0.0,0.0,0.0
2020-11-25 00:00:00-05:00,100.61742601095021,100.69129568358225,99.7125401327071,100.1280517578125,11671800,0.0,0.0,0.0
2020-11-27 00:00:00-05:00,100.53434134997114,101.125284762221,100.21117027211594,101.05142211914062,4443900,0.0,0.0,0.0
2020-11-30 00:00:00-05:00,101.08835662911638,101.42075613338308,100.55281196209583,101.32842254638672,12723400,0.0,0.0,0.0
2020-12-01 00:00:00-05:00,102.30717064272793,103.29515474336836,102.0024634882854,102.17790222167969,12682400,0.0,0.0,0.0
2020-12-02 00:00:00-05:00,102.25176250072815,103.11971363169185,102.1871282916947,102.94427490234375,8552400,0.0,0.0,0.0
2020-12-03 00:00:00-05:00,102.90734365198367,103.22128628152632,102.37180606328263,102.81501007080078,9795700,0.0,0.0,0.0
2020-12-04 00:00:00-05:00,102.85194170915496,103.93225936901271,102.72267329060448,103.9137954711914,7859600,0.0,0.0,0.0
2020-12-07 00:00:00-05:00,103.80298146057777,103.89531503044385,102.89810261345033,103.27667236328125,5803200,0.0,0.0,0.0
2020-12-08 00:00:00-05:00,103.02736857875166,104.14462095023549,102.9904337427605,104.06151580810547,7953200,0.0,0.0,0.0
