Date,symbol,close,open,high,low,volume,return_1d,return_5d,return_20d,rsi_14,macd,macd_signal,bb_upper,bb_lower,bb_position,atr_14,volume_sma20,volume_ratio
2020-11-12 00:00:00-05:00,IWM,159.8839569091797,161.21961364386206,162.38596844924737,158.34136602592113,33986800,,,,,0.0,0.0,,,,,,
2020-11-13 00:00:00-05:00,IWM,163.19485473632812,161.1725611246811,163.78744006966394,161.13492891328778,25440400,0.020708130391275947,,,,0.07428296407061907,0.04126831337256615,,,,,,
2020-11-16 00:00:00-05:00,IWM,167.07957458496094,166.00728607618544,167.22065951276628,164.98201630835504,31812300,0.023804180927819774,,,,0.2151161704736353,0.11251743513529938,,,,,,
2020-11-17 00:00:00-05:00,IWM,167.8603057861328,165.5840299892964,168.18010791040368,163.9285710349937,26154500,0.004672810564135599,,,,0.3020859250556214,0.17673440326548975,,,,,,
2020-11-18 00:00:00-05:00,IWM,165.5087890625,168.31178670660924,169.04545713458086,165.4147228630218,24377800,-0.01400877183334115,,,,0.24941205744090666,0.19835436226579226,,,,,,
2020-11-19 00:00:00-05:00,IWM,166.77857971191406,165.21717281498098,167.04194782073586,164.67163484133977,20187600,0.0076720436214088306,0.043122668065131764,,,0.2673567937279415,0.21705785765300853,,,,,,
2020-11-20 00:00:00-05:00,IWM,166.957275390625,166.1765720425567,167.37114360911744,165.38646781769856,24898800,0.0010714546137735592,0.023054774982800508,,,0.2823550155888199,0.23358282635690145,,,,,,
2020-11-23 00:00:00-05:00,IWM,170.0801544189453,168.60339810146985,171.18066023237168,168.1142796224506,24816000,0.01870465974611646,0.017958986557381706,,,0.4363954191101982,0.2823225062871707,,,,,,
2020-11-24 00:00:00-05:00,IWM,173.27818298339844,172.49747943218227,174.4257217596451,171.52865782883282,34945400,0.018803067150184205,0.032276107039673985,,,0.695091397561896,0.3776741679286614,,,,,,
2020-11-25 00:00:00-05:00,IWM,172.68556213378906,172.6009111805311,173.3627984648215,171.08653748926196,21082700,-0.0034200546162591605,0.04336188496055615,,,0.8379650818223467,0.4808060524917291,,,,,,
2020-11-27 00:00:00-05:00,IWM,173.41925048828125,172.80786329223218,173.53213279019508,172.33756103296798,10384400,0.004248695405836944,0.03981728821433772,,,0.9685437676991455,0.5875202776769854,,,,,,
2020-11-30 00:00:00-05:00,IWM,170.26820373535156,172.90189879017393,173.37220096594638,169.6097835597668,25481600,-0.018170109397068424,0.019830991713179813,,,0.8780106454117629,0.6499054259707888,,,,,,
2020-12-01 00:00:00-05:00,IWM,171.8484649658203,172.69501775384657,173.27818803821805,170.26825605881842,30265000,0.009281011931769445,0.01039692463189601,,,0.8884877231626547,0.7003977291310572,,,,,,
2020-12-02 00:00:00-05:00,IWM,172.0271453857422,171.14297491611345,172.58209856051437,170.02365333658278,20142800,0.0010397556938166463,-0.007219821769345991,,74.95152766246699,0.8951459873796637,0.7411392100614079,,,,3.2592022606127347,,
2020-12-03 00:00:00-05:00,IWM,172.99598693847656,172.4504345777308,174.18114350338104,172.07419849910644,19603600,0.005631910885703029,0.0017976303337217114,,75.91064624796016,0.946238724707797,0.7836550045226629,,,,3.124159095920778,,
2020-12-04 00:00:00-05:00,IWM,177.02175903320312,174.03064369681812,177.25691015156616,172.99597303502662,24415700,0.02327089874147359,0.02077340626705859,,76.57254725324738,1.2172761352239263,0.8728910006562614,,,,3.149691521353298,,
2020-12-07 00:00:00-05:00,IWM,177.19110107421875,177.05000177118686,177.7272382387755,176.30693044417316,14671500,0.0009566170957766573,0.0406587794255906,,72.66965750008382,1.4193533019485471,0.984701202839154,,,,2.9635845940793115,,
2020-12-08 00:00:00-05:00,IWM,179.46734619140625,176.00591407706034,179.63664811666663,175.96829621116447,20165600,0.012846272207733822,0.04433488089114612,,74.38719353264679,1.7002043954265957,1.1304270040120852,,,,2.921928524800182,,
2020-12-09 00:00:00-05:00,IWM,178.15992736816406,180.6149060397268,181.35797738631646,176.7396051836564,29507600,-0.007284995577121811,0.03565008283239335,,77.80065331644269,1.81149181665225,1.2686317062050692,,,,2.9924740913073964,,
2020-12-10 00:00:00-05:00,IWM,179.88121032714844,176.60789632279983,180.26684726550332,176.18462716693162,21245300,0.009661448477285006,0.03979990235912534,,78.23258260726615,1.9876072688228419,1.4141040000880454,182.23308998116588,160.32567314139274,0.8926445928692252,3.1147531712485113,24179270.0,0.8786576269672327
2020-12-11 00:00:00-05:00,IWM,178.99708557128906,178.7055003971816,180.3327425848554,177.11587608415513,30865000,-0.0049150478488076965,0.011158665176948412,0.11954375555620245,75.1771080823571,2.0413634836129972,1.540723757926799,182.3018085163516,162.1682674724179,0.8358598252611772,3.2027667933400386,24023180.0,1.2848007632628153
