Date,symbol,close,open,high,low,volume,return_1d,return_5d,return_20d,rsi_14,macd,macd_signal,bb_upper,bb_lower,bb_position,atr_14,volume_sma20,volume_ratio
2020-11-12 00:00:00-05:00,XLB,61.429012298583984,62.47033691076044,62.51561459718746,61.03059767332722,5526600,,,,,0.0,0.0,,,,,,
2020-11-13 00:00:00-05:00,XLB,62.48846435546875,61.890831924842466,62.66956132380044,61.8727249913719,5538600,0.01724677017001608,,,,0.023769757686523008,0.013205420936957226,,,,,,
2020-11-16 00:00:00-05:00,XLB,63.719932556152344,63.49355792893504,63.80142410591599,63.00458790513702,5482100,0.01970712856181467,,,,0.06847514449279402,0.035856946984431315,,,,,,
2020-11-17 00:00:00-05:00,XLB,63.4844856262207,63.32149565778302,63.629361760163256,62.67859270127985,6946900,-0.0036950279211949155,,,,0.07862915713025842,0.05034617806364104,,,,,,
2020-11-18 00:00:00-05:00,XLB,62.959320068359375,63.69277176462603,63.88293256064212,62.93215621418749,4621500,-0.008272344852148006,,,,0.06159380786203883,0.053692093639080646,,,,,,
2020-11-19 00:00:00-05:00,XLB,63.221900939941406,62.79631556688465,63.32150632122724,62.298295568860354,3732700,0.0041706433820589695,0.029186349808830503,,,0.061423605680552384,0.055787763266073376,,,,,,
2020-11-20 00:00:00-05:00,XLB,63.16758346557617,63.20380423812344,63.457342737548295,62.886874205436385,4429000,-0.0008591559816721883,0.010867911655569218,,,0.057795780016114406,0.05629593873649645,,,,,,
2020-11-23 00:00:00-05:00,XLB,63.69275665283203,63.665592805105064,64.08212125652979,63.40299742973636,4479500,0.008313966728552336,-0.00042648983183346534,,,0.07941106844761947,0.061850939086189875,,,,,,
2020-11-24 00:00:00-05:00,XLB,65.27737426757812,64.28132744088094,65.467535004937,64.208892821568,6137200,0.02487908669714689,0.028241366747672192,,,0.17178962388780405,0.0872473206839905,,,,,,
2020-11-25 00:00:00-05:00,XLB,64.59827423095703,65.15968591449507,65.18684977027151,64.48056188645688,3945100,-0.010403298910850789,0.026031954614791353,,,0.19984115115673973,0.11247487477277542,,,,,,
2020-11-27 00:00:00-05:00,XLB,64.93329620361328,64.888025423937,65.16872774650784,64.62543003155561,2297300,0.005186237196654009,0.027069658428930277,,,0.23515750896090992,0.13931713413240993,,,,,,
2020-11-30 00:00:00-05:00,XLB,64.28133392333984,64.84274545715773,64.8970731542222,63.93724699458986,4956700,-0.010040492603810791,0.017631677462707218,,,0.22203750709176262,0.15708200108558748,,,,,,
