symbol,entry_date,exit_date,entry_price,exit_price,iv_rank,short_put,short_call,credit,max_loss,pnl,pnl_pct
SPY,2024-01-01,2024-02-15,462.6103820800781,488.89990234375,53.23057745881117,411.78136316950065,513.4394009906556,0.6,4.4,0.6,13.636363636363635
SPY,2024-03-03,2024-04-17,501.4181823730469,490.42864990234375,54.34204322744552,445.5424440844173,557.2939206616765,0.6,4.4,0.6,13.636363636363635
SPY,2024-05-01,2024-06-15,495.8384094238281,537.1427001953125,51.39664328183316,442.63563767512363,549.0411811725326,0.6,4.4,0.6,13.636363636363635
SPY,2024-08-01,2024-09-15,524.88916015625,554.3790893554688,60.88169430521293,461.57686993676526,588.2014503757348,0.6,4.4,0.6,13.636363636363635
SPY,2025-04-01,2025-05-16,561.2999267578125,591.4568481445312,55.01735691253741,498.2188637154763,624.3809898001488,0.6,4.4,0.6,13.636363636363635
